93,158,100.2629775,98.50745496,102.2157996,98.50745496,0.223598015,0.495024876,0.21971464,0.247034739,0.20292804,0.215508685,0.223920596,0.285037221,0.209032258,0.273349876,0.209032258,1
104,62,97.5715246,107.6161014,108.1280576,107.6161014,0.249292237,0.455377574,0.251780822,0.236232877,0.259863014,0.175136986,0.328424658,0.24739726,0.225068493,0.228835616,0.225068493,1
121,280,94.06985258,101.677083,104.8329187,101.677083,0.321555819,0.473809524,0.262482185,0.311650831,0.387862233,0.146793349,0.378171021,0.239429929,0.383871734,0.303420428,0.383871734,1
84,121,87.72329731,118.3089972,126.3368201,118.3089972,0.402768595,0.412008282,0.514369835,0.433605372,0.258966942,0.433016529,0.59572314,0.360867769,0.506342975,0.258409091,0.506342975,1
76,70,106.9090756,109.3216264,109.8158656,109.3216264,0.273387471,0.462790698,0.333062645,0.259385151,0.225174014,0.402807425,0.263317865,0.369466357,0.149303944,0.313921114,0.149303944,1
62,140,103.8072271,114.7408966,114.1987866,114.7408966,0.252728261,0.433551198,0.320380435,0.220565217,0.216097826,0.347152174,0.293608696,0.305347826,0.135782609,0.333195652,0.135782609,1
67,50,101.8100761,97.43560249,97.41034767,97.43560249,0.156205128,0.511568123,0.194384615,0.150807692,0.123423077,0.197230769,0.191538462,0.217076923,0.084538462,0.202230769,0.084538462,1
89,201,100.822425,112.134145,117.2038445,112.134145,0.184455338,0.434497817,0.208562092,0.212189542,0.132614379,0.218039216,0.199084967,0.236013072,0.188366013,0.191830065,0.188366013,1
80,64,99.02677647,115.8347058,116.512254,115.8347058,0.158535792,0.432608696,0.182180043,0.149088937,0.143394794,0.145249458,0.219110629,0.173362256,0.124815618,0.197310195,0.124815618,1
24,221,100.0983882,121.376199,123.401972,121.376199,0.139427403,0.407786885,0.175736196,0.146687117,0.095858896,0.153558282,0.19791411,0.17404908,0.119325153,0.111104294,0.119325153,1
43,73,93.47974968,103.7712441,107.82884,103.7712441,0.354643705,0.473809524,0.400724466,0.361425178,0.300463183,0.326935867,0.474513064,0.340902613,0.381947743,0.368266033,0.381947743,1
49,183,99.44997175,95.14082606,99.75512515,95.14082606,0.178829517,0.507653061,0.175725191,0.205839695,0.154923664,0.149923664,0.201526718,0.244427481,0.167251908,0.220305344,0.167251908,1
177,224,94.93059525,108.9018889,115.0387621,108.9018889,0.289777778,0.443207127,0.277666667,0.3136,0.278066667,0.204866667,0.350466667,0.295666667,0.331533333,0.338866667,0.331533333,1
170,70,95.57206017,125.9829251,128.4285542,125.9829251,0.19612326,0.396414343,0.230874751,0.1944334,0.16222664,0.142425447,0.319324056,0.202723658,0.186143141,0.174811133,0.186143141,1
100,289,95.54473333,98.42746053,102.9624903,98.42746053,0.384371921,0.491358025,0.363288177,0.391514778,0.395357143,0.295197044,0.43137931,0.378546798,0.404482759,0.354384236,0.404482759,1
92,275,91.46872655,126.0460374,136.5181774,126.0460374,0.381970874,0.387159533,0.401563107,0.422300971,0.321,0.302737864,0.50038835,0.450116505,0.394485437,0.361048544,0.394485437,1
109,76,96.11583973,125.4172128,127.0454919,125.4172128,0.28538,0.398797595,0.35157,0.2766,0.22386,0.28758,0.41556,0.27942,0.27378,0.18624,0.27378,1
104,69,99.07717051,103.4428249,107.8823512,103.4428249,0.189329412,0.469339623,0.180282353,0.204882353,0.1818,0.168423529,0.192141176,0.174141176,0.235623529,0.230541176,0.235623529,1
37,68,100.7149332,103.6914875,108.3517832,103.6914875,0.176117647,0.469339623,0.178870588,0.201423529,0.146682353,0.174988235,0.182752941,0.2616,0.141247059,0.256305882,0.141247059,1
81,228,99.57119008,122.1530408,124.8846343,122.1530408,0.147816901,0.401209677,0.157273642,0.14915493,0.135784708,0.133822938,0.180724346,0.194064386,0.104245473,0.206136821,0.104245473,1
44,69,98.4579648,130.5312695,132.792491,130.5312695,0.141977186,0.379047619,0.151026616,0.153365019,0.121197719,0.132205323,0.169847909,0.171273764,0.135456274,0.187129278,0.135456274,1
169,88,95.65502257,119.0288657,125.1149772,119.0288657,0.226908714,0.413721414,0.263558091,0.264460581,0.151431535,0.200788382,0.326327801,0.262966805,0.265954357,0.152925311,0.265954357,1
